stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PC207,PC207,Parada 2 / (M) Tobalaba,-33.4176108328,-70.6047058713,
PC204,PC204,Parada 1 / Guardia Vieja,-33.4238119981,-70.610893145,
PC205,PC205,Parada 1 / (M) Los Leones,-33.4221844625,-70.6086415969,
PC202,PC202,Parada 3 / Torres De Tajamar,-33.4302096909,-70.6222459381,
PC203,PC203,Parada 3 / (M) Pedro De Valdivia,-33.4256326256,-70.614000152,
PC200,PC200,Parada 3 / Pque. Balmaceda,-33.4352339414,-70.6286120517,
PC201,PC201,Parada 3 / (M) Salvador,-33.4334332894,-70.6260602101,
PA452,PA452,Parada 4 / Escuela De Ingeniería,-33.4568672029,-70.6638256217,
PC208,PC208,Zurich / Av. Vitacura,-33.4154798562,-70.60396186,
PC209,PC209,La Portada De Vitacura,-33.4142776631,-70.6035746664,
PF1007,PF1007,Río Claro / Parque El Arrayán,-33.5710526569,-70.5754499981,
PF1006,PF1006,Parque Peñalolén / El Peral,-33.5715276569,-70.573463887,
PC802,PC802,B. Larraín Cotapos / Av. La Dehesa,-33.3414704681,-70.5215035049,
PE690,PE690,Amalia Meza / Santa Amalia,-33.543664046,-70.5864401472,
PE697,PE697,Heliotropo / Enrique Olivares,-33.5398669044,-70.5720188446,
PF1002,PF1002,Av. Concha Y Toro / Independencia,-33.6006088626,-70.5782786108,
PF1001,PF1001,Alto Pinar / Independencia,-33.6010445063,-70.5819725708,
PF1000,PF1000,Coquimbo / Independencia,-33.6011604881,-70.58347311,
PE699,PE699,Alameda / Enrique Olivares,-33.5401474865,-70.56377805,
PE698,PE698,N. S. De Fátima / Enrique Olivares,-33.5401097895,-70.5671444081,
PH630,PH630,Parada 3 / Hosp. Barros Luco,-33.484469768,-70.6500456592,
PC803,PC803,C. Sierra Bella / Av. La Dehesa,-33.3445972499,-70.5218690779,
PI1100,PI1100,Jorge A. Guerra / Alc. José L. Infante,-33.5605609826,-70.7802556975,
PI1105,PI1105,Aylin / Ing. Eduardo Domínguez,-33.4901219361,-70.7799494182,
PI1104,PI1104,Av. El Rosal / Camino La Farfana,-33.4892425365,-70.7751265734,
PI1107,PI1107,Ilihue / Ing. Eduardo Domínguez,-33.4909816276,-70.7838233199,
PI1106,PI1106,Licanray / Ing. Eduardo Domínguez,-33.4897845546,-70.7819017454,
PI1109,PI1109,Licanray / Av. El Rosal,-33.4922733414,-70.7790082085,
PI1108,PI1108,Isabel Riquelme / Ing. Eduardo Domínguez,-33.4963572023,-70.7838058277,
PF926,PF926,Las Nieves Oriente / Luis Matte Larraín,-33.5846033415,-70.5577828989,
PF927,PF927,Caleta Brava / Av. México,-33.5982449203,-70.5570025651,
PF920,PF920,Belén / Av. Juanita,-33.6288265559,-70.6121859565,
PF921,PF921,El Tranque / La Lechería,-33.6248353467,-70.6090558457,
PF923,PF923,Canope / Av. Los Toros,-33.5685366044,-70.575395418,
PC349,PC349,Parada 6 / (M) Pedro De Valdivia,-33.4244680969,-70.6135974416,
PH631,PH631,Parada 3 / Paradero 8 Gran Avenida,-33.4902504292,-70.6506415865,
PC343,PC343,Los Piñones / Bellavista,-33.4285209016,-70.6253327232,
PC342,PC342,Clínica Indisa,-33.4207215414,-70.6173340163,
PC341,PC341,P. De Valdivia N. / Av. Los Conquistadores,-33.4190004181,-70.6153805286,
PC340,PC340,Padre Letelier / Av. Los Conquistadores,-33.4172252182,-70.6133872965,
PC347,PC347,Parada 4 / Facultad De Derecho,-33.4346919034,-70.6350493804,
PC346,PC346,Mallinkrodt / Bellavista,-33.4340748435,-70.6327246032,
PC345,PC345,Capellán Abarzúa / Bellavista,-33.4322805082,-70.6296300909,
PC344,PC344,Montecarmelo / Bellavista,-33.4304129344,-70.6276779865,
PB404,PB404,Los Carrera / José F. Vergara,-33.3671761518,-70.7342566193,
PI1613,PI1613,Aysén / Padre Jaime Larraín,-33.4718846108,-70.698753537,
PC925,PC925,Colegio Apoquindo,-33.345733614,-70.5078599324,
PI1627,PI1627,Pedro Aguirre Cerda Alt. 5800,-33.4920755253,-70.7032535051,
PI1612,PI1612,Antártica / Padre Jaime Larraín,-33.4702144957,-70.6985135889,
PC924,PC924,Camino Del Maillín / Camino Del Sol,-33.343233203,-70.506038936,
PH217,PH217,Parada 5 / (M) Pedrero,-33.5085624213,-70.6135659651,
PE131,PE131,Parada 1 / Paradero 20 Vicuña Mackenna,-33.5431672353,-70.5894419478,
PG1131,PG1131,San Manuel / Gral. Franco,-33.5599777718,-70.6527669308,
PI70,PI70,Veteranos Del 79 / Av. Gral. Velásquez,-33.4639137099,-70.6883358835,
PB345,PB345,José M. Carrera / Av. Zapadores,-33.3881659194,-70.6481843176,
PB346,PB346,Juan Cristóbal / Av. Zapadores,-33.387337572,-70.6500987873,
PB347,PB347,Lavalleja / Av. Zapadores,-33.3871081189,-70.6537518999,
PI74,PI74,Av. Departamental / Av. Gral. Velásquez,-33.4844847145,-70.6878139682,
PB341,PB341,El Jacarandá / Av. Recoleta,-33.3635304822,-70.6323184999,
PI76,PI76,Antofagasta / Av. Gral. Velásquez,-33.4669688854,-70.687944934,
PI77,PI77,Germán Yungue / Av. Gral. Velásquez,-33.463404993,-70.6880447631,
PI78,PI78,Santuario Padre Hurtado,-33.4611444255,-70.6882621733,
PI79,PI79,Av. 5 De Abril / Av. Gral. Velásquez,-33.4582214696,-70.6892144781,
PB348,PB348,El Guanaco / Av. Zapadores,-33.3867205565,-70.6568581376,
PE21,PE21,Paradero 25 Av. La Florida,-33.5563638862,-70.5609966554,
PJ111,PJ111,Claudio Arrau / Av. Vespucio,-33.4480972696,-70.7759809251,
PJ110,PJ110,Parada 2 / Pasarela El Maitén,-33.4519677882,-70.771955241,
PG198,PG198,Parada 2 / (M) San Ramón,-33.5409641676,-70.6428282565,
PJ112,PJ112,Parada 7 / (M) Las Rejas,-33.457673156,-70.7074200905,
PJ115,PJ115,Parada 1 / Vespucio - San Pablo,-33.4440800506,-70.7770796153,
PJ114,PJ114,Parada 1 / Rotonda San Pablo,-33.4440176786,-70.7808290889,
PJ117,PJ117,Parada 1 / Serrano - San Pablo,-33.4430043006,-70.7691217909,
PJ116,PJ116,José M. Guzmán / Av. San Pablo,-33.4438498785,-70.7734860717,
PJ119,PJ119,Parroquia San Luis,-33.4423705758,-70.7608003606,
PG193,PG193,Parada 2 / Paradero 41 Santa Rosa,-33.5942782689,-70.6276296744,
PG190,PG190,Paradero 43 Santa Rosa,-33.6034738108,-70.6270280286,
PG191,PG191,Paradero 42 Santa Rosa,-33.6009296711,-70.6271139756,
PG196,PG196,Parada 2 / Paradero 38 Santa Rosa,-33.5873451881,-70.6282988485,
PG197,PG197,Independencia / Av. Vespucio,-33.5416498684,-70.6381217651,
PG194,PG194,Parada 2 / Parque Mapuhue,-33.5918546523,-70.6278424369,
PG195,PG195,Parada 4 / Paradero 38 Santa Rosa,-33.5879467674,-70.6282317091,
PG1165,PG1165,Berna / Locarno,-33.5166969536,-70.6695650729,
PG1164,PG1164,Quellón / Locarno,-33.5160603539,-70.6716315685,
PC837,PC837,San F. De Asís / Av. La Plaza,-33.3907291552,-70.4999927283,
PG1166,PG1166,San Luis / Locarno,-33.5173616294,-70.6657582795,
PG1161,PG1161,Virgen Del Pilar / Progreso,-33.5245730111,-70.6745542483,
PG1160,PG1160,Progreso / Isabel La Católica,-33.5260505506,-70.6750599434,
PG1163,PG1163,Chile España / El Parrón,-33.5229704446,-70.6709262089,
PG1162,PG1162,Colón / Virgen Del Pilar,-33.5256222168,-70.6710132894,
PI139,PI139,Parada 2 / Liceo Maipú,-33.5112495788,-70.725916265,
PC838,PC838,El Convento / San Francisco De Asís,-33.3862504313,-70.5012310042,
PC928,PC928,Orinoco / Los Militares,-33.410890984,-70.579041977,
PJ99,PJ99,Camino Lo Boza / Av. Vespucio,-33.386031991,-70.7600294848,
PG440,PG440,San Rafael / Gral. Freire,-33.523095984,-70.6471107387,
PG441,PG441,Iquique / Gral. Freire,-33.5222957352,-70.6503737839,
PG442,PG442,Angamos / Gral. Freire,-33.521399752,-70.6548157447,
PG443,PG443,Parada 3 / Paradero 19 Gran Avenida,-33.5205031959,-70.6592819321,
PG444,PG444,Paulina / Gral. Freire,-33.5202671041,-70.6612256556,
PB125,PB125,Juan Cristobal / Av. Vespucio,-33.3793198145,-70.649285255,
PB126,PB126,Parada 13 / (M) Vespucio Norte,-33.3803164375,-70.6470848568,
PB127,PB127,Parada 14 / (M) Vespucio Norte,-33.3814471863,-70.6441653156,
PG448,PG448,Nueva 1 / Sergio Ceppi,-33.5148139438,-70.6696271867,
PB129,PB129,Alfredo Rosende / Av. Vespucio,-33.3856758337,-70.6376226564,
PI17,PI17,Belo Horizonte / Av. Lo Errázuriz,-33.4962059721,-70.7209568847,
PD188,PD188,Parada 1 / (M) Los Orientales,-33.462148868,-70.5739172846,
PD189,PD189,Parada 1 / (M) Grecia,-33.468549641,-70.5763445641,
PD180,PD180,Parada 2 / (M) Simón Bolívar,-33.4457346317,-70.5718404225,
PD181,PD181,Los Grillos / Av. Vespucio,-33.434627952,-70.573936463,
PD182,PD182,Av. Bilbao / Av. Vespucio,-33.4315316095,-70.5742533555,
PD183,PD183,Los Grillos / Av. Vespucio,-33.4343237139,-70.5742811923,
PD184,PD184,Parada 3 / (M) Príncipe De Gales,-33.4371881448,-70.57384727,
PD185,PD185,Parada 1 / (M) Príncipe De Gales,-33.4391047182,-70.5732658374,
PD186,PD186,Parada 1 / (M) Simón Bolívar,-33.4456641832,-70.5722398736,
PD187,PD187,Parada 6 / (M) Plaza Egaña,-33.4529349856,-70.5709735661,
PC94,PC94,Martín De Zamora / Av. Manquehue Sur,-33.4149265832,-70.5650502898,
PC95,PC95,El Director / Av. Manquehue Sur,-33.4128312937,-70.5656032865,
PC96,PC96,Los Militares / Av. Manquehue Norte,-33.4053351358,-70.5682896372,
PC97,PC97,Av. Pdte. Riesco / Av. Manquehue Norte,-33.402499334,-70.5692912195,
PC90,PC90,Latadía / Av. Manquehue Sur,-33.4274524644,-70.5639780998,
PC91,PC91,I. La Católica / Av. Manquehue Sur,-33.4257974325,-70.563446468,
PC92,PC92,Alonso De Camargo / Av. Manquehue Sur,-33.4211105576,-70.5640254617,
PC93,PC93,Av. Colón / Av. Manquehue Sur,-33.416767109,-70.5644464564,
PC98,PC98,Cerro Colorado / Av. Manquehue Norte,-33.4000118666,-70.5701962182,
PC99,PC99,Las Hualtatas / Av. Manquehue Norte,-33.39486115,-70.5718276563,
PB423,PB423,Inacap (Renca),-33.4073764569,-70.6804078377,
PI977,PI977,Rey Arturo / José Manuel Borgoño,-33.5122283546,-70.7776368694,
PA697,PA697,Sta. Elena / Maule,-33.4650625612,-70.6284393234,
PA696,PA696,Andes / Av. Matucana,-33.4340371286,-70.6803554472,
PA695,PA695,Espiñeira / Bascuñán Guerrero,-33.4648627251,-70.6720357834,
PA694,PA694,Pedro Lagos / Nataniel Cox,-33.4660161784,-70.6507486816,
PA692,PA692,Parada 2 / (M) U. Católica,-33.4405943347,-70.6413587666,
PA691,PA691,Las Fucsias / Centenario,-33.4758396762,-70.669311656,
PA690,PA690,Av. Pedro Montt / Florencio Bahamondes,-33.4740770801,-70.6678377096,
PB422,PB422,Parada 2 / Norte Sur - Dorsal,-33.402775749,-70.6823807443,
PA698,PA698,Merced / Purísima,-33.4363269594,-70.6392672846,
PD1258,PD1258,C. Silva Vildósola / Príncipe De Gales,-33.4396832511,-70.5495475897,
PD1259,PD1259,S. Izquierdo / Príncipe De Gales,-33.4387532041,-70.5588625952,
PD1250,PD1250,Ensenada / Av. Quilín,-33.50086116,-70.5486736765,
PD1252,PD1252,Av. Departamental / Av. Las Perdices,-33.5119357298,-70.5421220662,
PH739,PH739,Juan Planas / La Castrina,-33.5148407186,-70.6307110555,
PD1254,PD1254,Óscar Castro / Príncipe De Gales,-33.441028478,-70.5377521206,
PD1255,PD1255,Príncipe De Gales Alt. 8700,-33.4406663108,-70.540845492,
PD1256,PD1256,Ossandón / Príncipe De Gales,-33.4404162666,-70.5430542265,
PD1257,PD1257,Príncipe De Gales Alt. 8200,-33.4400470793,-70.5463672996,
PH269,PH269,Vecinal / Av. José Joaquín Prieto,-33.5020792362,-70.6672654333,
PH268,PH268,Av. Departamental / Av. José Joaquín Prieto,-33.5000225957,-70.666337735,
PH265,PH265,Ángel Guarello / Av. José Joaquín Prieto,-33.4920885661,-70.6625681988,
PH264,PH264,Jovino Troncoso / Av. José Joaquín Prieto,-33.4868851391,-70.6601226134,
PH267,PH267,Av. Lazo / Av. José Joaquín Prieto,-33.4971864314,-70.6649662145,
PH266,PH266,Av. La Marina / Av. José Joaquín Prieto,-33.4945540015,-70.6637333358,
PH261,PH261,I. Valdés Vergara / Av. José Joaquín Prieto,-33.4801292402,-70.656943832,
PH260,PH260,Parada 5 / (M) Departamental,-33.5030103608,-70.6549321549,
PH263,PH263,Pasarela Enrique Matte,-33.4854103816,-70.6594303238,
PH262,PH262,Fernando Lazcano / Av. José Joaquín Prieto,-33.4830190077,-70.6583071037,
PJ803,PJ803,Camino Luis Cruz Martínez Km. 1.1,-33.386975545,-70.8588328573,
PJ802,PJ802,Quesería Los Guindos,-33.3894430326,-70.851819478,
PJ801,PJ801,Cam. Luis Cruz M. / Simón Bolívar,-33.3903773472,-70.8478360298,
PJ800,PJ800,Colegio Arturo Merino Benítez,-33.3844703091,-70.8134064146,
PE367,PE367,Los Vilos / Linares,-33.5284100096,-70.6306022619,
PE366,PE366,Parada 5 / Paradero 20 Santa Rosa,-33.5289768387,-70.6350309441,
PE365,PE365,Av. Santa Rosa / Av. Fernández Albano,-33.5284260348,-70.6357049735,
PE364,PE364,Industria / Av. Fernández Albano,-33.5281050192,-70.6389080288,
PJ809,PJ809,Camino Bernardo O'Higgins Parcela 67,-33.4011688761,-70.8637352627,
PJ808,PJ808,Camino El Cambucho / Cam. Bernardo O`Higgins,-33.400670941,-70.8684027898,
PF313,PF313,Pedro Núñez / Av. Ejército Libertador,-33.5773082208,-70.5983222637,
PA472,PA472,Sazié / Vergara,-33.449897021,-70.6619232231,
PF311,PF311,Parada 3 / (M) Hosp. Sótero Del Río,-33.5763344828,-70.5826170124,
PF310,PF310,Parada 6 / Hosp. De Niños,-33.573892452,-70.5823203361,
PF317,PF317,Nahuelco / Bahía Catalina,-33.5756368,-70.6080177187,
PF316,PF316,Cabo Leones / Creta Norte,-33.5750638884,-70.6041538035,
PF315,PF315,Creta / Bahía Fitzroy,-33.5734698368,-70.6037573682,
PA474,PA474,Romero / Esperanza,-33.4470789751,-70.6749450169,
PF319,PF319,Blanca / Luis Matte Larraín,-33.5888479165,-70.6048655874,
PA478,PA478,San Diego / Copiapó,-33.4556294795,-70.6507383418,
PJ1698,PJ1698,Av. Dorsal / Santa Marta,-33.4506701981,-70.7148818041,
PG1596,PG1596,Lo Infante / Camino El Barrancón,-33.6516190264,-70.7368719688,
PJ1699,PJ1699,Parada 3 / Paradero 7 Pajaritos,-33.4675714532,-70.7314625305,
PH409,PH409,Nueva 1 / Av. Pdte. Allende,-33.4963332553,-70.6263916354,
PH408,PH408,Parada 3 / Estadio San Joaquín,-33.4845330558,-70.6295779236,
PG1599,PG1599,Parada 2 / Plaza San Bernardo,-33.5922509616,-70.7036629623,
PH401,PH401,Paradero 1 Santa Rosa,-33.477248349,-70.6407685296,
PH400,PH400,Chiloé / Vecinal,-33.5128557826,-70.6220949387,
PH403,PH403,Carmen / Carlos Silva Vildósola,-33.478051323,-70.6343067488,
PH402,PH402,Yalta / Pintor Cicarelli,-33.4771313321,-70.6372405688,
PH405,PH405,Rivas / Carmen,-33.480557463,-70.6338438168,
PH407,PH407,Toro Y Zambrano / Av. Carlos Valdovinos,-33.4839606893,-70.6317142723,
PH406,PH406,Av. Carlos Valdovinos / Carmen,-33.4827786867,-70.6346754662,
PH1508,PH1508,Lucila Godoy / Clotario Blest,-33.5142331673,-70.6855194219,
PH1500,PH1500,Concón / Av. José Joaquín Prieto,-33.5163748833,-70.6740833727,
PH1501,PH1501,Armada Nacional / Av. Lo Ovalle,-33.504318186,-70.6885076774,
PH1502,PH1502,Av. José J. Prieto / Salesianos,-33.4896676164,-70.6616623975,
PD359,PD359,Av. Echeñique / Av. Tobalaba,-33.4446727558,-70.5670499828,
PH1504,PH1504,La Calera / Inés De Suárez,-33.5126026212,-70.6828722723,
PH1505,PH1505,Isabel Riquelme / Lucila Godoy,-33.514843306,-70.6828621585,
PH1506,PH1506,Inés De Suárez / Lucila Godoy,-33.5144443316,-70.6838583537,
PH1507,PH1507,Don Miguel Ángel / Av. Lo Espejo,-33.53183877,-70.7048083048,
PI616,PI616,A. Silva Carvallo / Sergio Silva,-33.5338845643,-70.7763387883,
PG1598,PG1598,Barros Arana / Esmeralda,-33.5991260222,-70.6986241003,
PB835,PB835,A- Pérez Canto / Julio Montt Salamanca,-33.3714165244,-70.6912777744,
PE752,PE752,Av. Trinidad / Punta Arenas,-33.5468747463,-70.6106221814,
PE750,PE750,José M. Carrera / Punta Arenas,-33.5508050644,-70.6106211303,
PE751,PE751,Calle 1 / Punta Arenas,-33.5485192462,-70.6107096748,
PE756,PE756,Manutara / Santa Julia,-33.5325233854,-70.5999300607,
PE757,PE757,G. De Alderete / Manutara,-33.5286311094,-70.5993095191,
PI615,PI615,Av. Pajaritos / 4 Álamos,-33.5162178526,-70.7570140543,
PE755,PE755,Martínez De Rozas / Santa Julia,-33.5325298179,-70.601183506,
PD1034,PD1034,Pedro Torres / Pdte. Battle Y Ordóñez,-33.4500280718,-70.5880471681,
PD1035,PD1035,Simón Bolívar / Pdte. Battle Y Ordóñez,-33.4486891395,-70.5909643141,
PD1036,PD1036,Hernán Cortés / Av. Jaime Guzmán E.,-33.4459026444,-70.596492656,
PD1037,PD1037,Regina Pacis / Av. Jaime Guzmán E.,-33.4469199223,-70.594768327,
PD1030,PD1030,De Lo Arrieta / Av. José Arrieta,-33.4631398619,-70.5430654722,
PD1031,PD1031,Homecenter (La Reina),-33.4632843508,-70.5465158185,
PD1032,PD1032,Gral. Gorostiaga / Pdte. Battle Y Ordóñez,-33.4530332043,-70.5824943981,
PD1033,PD1033,Montenegro / Pdte. Battle Y Ordóñez,-33.4514873043,-70.5850898406,
PD1038,PD1038,Simón Bolívar / Av. Jaime Guzmán E.,-33.4483602244,-70.5920403401,
PD1039,PD1039,Pedro Torres / Pdte. Battle Y Ordóñez,-33.4499737158,-70.5887209276,
PF821,PF821,Coquimbo / Domingo Tocornal,-33.6037853935,-70.5833259258,
PB1653,PB1653,Costanera Norte / Condell,-33.4102469286,-70.7238811128,
PB1650,PB1650,Flamencos / Calle 1,-33.3576895404,-70.6910779152,
PD1103,PD1103,Los Corcolenes / Pepe Vila,-33.4525291652,-70.5512078149,
PF825,PF825,Parada 3 / Paradero 32 Vicuña Mackenna,-33.5820581785,-70.5814649865,
PF80,PF80,Parada 1 / Paradero 33 Vicuña Mackenna,-33.5858148796,-70.5806890991,
PD1105,PD1105,Los Corcolenes / Pepe Vila,-33.4521089367,-70.5514360496,
PG1442,PG1442,Los Viñedos / Los Suspiros,-33.6223669715,-70.6908540081,
PG208,PG208,Freire / Eucaliptus,-33.606636462,-70.7083063341,
PG209,PG209,Maestranza / Freire,-33.6041595574,-70.7076104206,
PD1106,PD1106,Los Prunos / Pepe Vila,-33.4544530136,-70.5521195619,
PG1115,PG1115,Uruguay / Juan Luis Sanfuentes,-33.5326979514,-70.6438003712,
PG202,PG202,Uno Oriente / Av. Vespucio,-33.5381162501,-70.6602013918,
PG203,PG203,Parada 3 / (M) La Cisterna,-33.5375124269,-70.6632025325,
PG200,PG200,La Granja / Av. Vespucio,-33.539807768,-70.6507267553,
PB1655,PB1655,Malaquita / Calle 1,-33.3645182623,-70.6888735585,
PG206,PG206,Alfonso Donoso / José Joaquín Pérez,-33.6058109044,-70.7042053721,
PI413,PI413,Parada 1 / Paradero 8 Pajaritos,-33.471688063,-70.7373744629,
PG204,PG204,Parada 6 / (M) La Cisterna,-33.5396002113,-70.6650405351,
PG205,PG205,Nogales / José Joaquín Pérez,-33.6025412322,-70.7031016053,
PI612,PI612,4 Álamos / Segunda Transversal,-33.5159791528,-70.7475557493,
PD1108,PD1108,El Molle / Pepe Vila,-33.4587050234,-70.5532417896,
PI1533,PI1533,Domingo Colón / Primo De Rivera,-33.492963235,-70.7328490765,
PF828,PF828,Bahía Catalina / Cabo De Hornos,-33.5743046215,-70.60861572,
PG1110,PG1110,Parroquia / Rivadavia,-33.5218716397,-70.6401903408,
PF81,PF81,(M) Protectora De La Infancia,-33.5896248464,-70.5797528133,
PB686,PB686,Inés De Suárez / Av. Zapadores,-33.3862248791,-70.6645889248,
PG1111,PG1111,Santa Ana / Rivadavia,-33.5247327108,-70.6408870613,
PG1112,PG1112,Fernández Albano / Rivadavia,-33.5271860301,-70.6414843853,
PG1445,PG1445,Gabriela Mistral / Pedro S. De La Hoz,-33.5908139843,-70.6894111005,
PI1419,PI1419,Costanera Norte / Av. Lo Errázuriz,-33.4811156572,-70.7239299007,
PF692,PF692,Av. Eyzaguirre / El Nogal,-33.6077309749,-70.5367779636,
PF479,PF479,Av. Los Toros / Nonato Coo,-33.5682612089,-70.5721956247,
PI418,PI418,Parada 1 / Paradero 12 Pajaritos,-33.4860709666,-70.7490826952,
PC383,PC383,El Vergel / Av. Tobalaba,-33.4281830241,-70.5891759976,
PF690,PF690,L. Matte Larraín / Juan De Dios Malebrán,-33.5869860085,-70.5910709673,
PI1148,PI1148,Card. José M. Caro / Costanera Norte,-33.4815240906,-70.7216595153,
PH315,PH315,Centenario / Astaburuaga,-33.5340929242,-70.6944746993,
PB516,PB516,Versalles / Av. Vespucio,-33.3691839786,-70.6755653109,
PD409,PD409,Plaza Los Guindos,-33.4544009047,-70.5766362811,
PD408,PD408,Los Presidentes / Santa María,-33.4811534536,-70.5740918973,
PH314,PH314,Santa Margarita / Av. Lo Espejo,-33.5341338878,-70.6987177908,
PD405,PD405,La Cañada / Av. Tobalaba,-33.4434955059,-70.5680761492,
PG1118,PG1118,Bolivia / Juan Luis Sanfuentes,-33.5386323771,-70.6454336296,
PD407,PD407,Parada 6 / (M) Príncipe De Gales,-33.4378441259,-70.5731521875,
PD406,PD406,Reina Victoria / Loreley,-33.4398786458,-70.5692760815,
PD401,PD401,Av. Larraín / Av. Tobalaba,-33.4523874513,-70.5586806224,
PC525,PC525,Toconao / Av. Colón,-33.4174429467,-70.5452897754,
PD403,PD403,Simón Bolívar / Av. Tobalaba,-33.4473920753,-70.5638216167,
PF697,PF697,Av. Camilo Henríquez Alt. 1800,-33.5850961105,-70.545110049,
PF472,PF472,Sgto. Menadier / San Guillermo,-33.6207343382,-70.6079284022,
PH316,PH316,Balmaceda / Astaburuaga,-33.5324247968,-70.6936352925,
PB97,PB97,Fernando / José Miguel Infante,-33.406239692,-70.742142673,
PF473,PF473,Viento / San Guillermo,-33.6186124771,-70.6082053484,
PH311,PH311,León De La Barra / 9 De Enero,-33.527748746,-70.6966131764,
PB96,PB96,Chorrillos / José Miguel Infante,-33.4070541555,-70.7384249112,
PF470,PF470,La Lechería / San Guillermo,-33.6248015619,-70.6074586215,
PC522,PC522,Robinson Crusoe / Av. Colón,-33.4179169017,-70.5570264395,
PH759,PH759,Ureta Cox / Benozzo Gozzoli,-33.5003675938,-70.6297852977,
PB622,PB622,Río De La Plata / Av. Lo Cruzat,-33.3558919922,-70.7206177762,
PI1146,PI1146,Francia / Mons. Carlos Oviedo C.,-33.4787575342,-70.7199640889,
PC521,PC521,Piacenza / Av. Colón,-33.4176277559,-70.5586861363,
PB734,PB734,Los Turistas / Bolivia,-33.4003837374,-70.6201513315,
PF476,PF476,Los Jardines / Nonato Coo,-33.5749115807,-70.5705569778,
PH312,PH312,Ferrari / 9 De Enero,-33.5286920621,-70.6937458711,
PF477,PF477,El Peral / Nonato Coo,-33.5724016982,-70.5713756454,
PG844,PG844,Ismael Tocornal / Venancia Leiva,-33.5553555459,-70.6516184645,
PH9,PH9,3ª Transversal / Av. Departamental,-33.5019784654,-70.660541339,
PH8,PH8,Quinta Transversal / Av. Departamental,-33.500948381,-70.6644072507,
PI1415,PI1415,Av. Vespucio / Av. El Rosal,-33.4791396395,-70.7561331437,
PG845,PG845,San Francisco / Venancia Leiva,-33.5550279786,-70.6543352508,
PH3,PH3,Ranquil / Av. Departamental,-33.491524921,-70.68010279,
PH236,PH236,Centenario / Maipú,-33.53290969,-70.6975144037,
PI1414,PI1414,Araucarias Ch. / Av. El Rosal,-33.4805076441,-70.7595103941,
PH7,PH7,Av. José J. Prieto / Av. Departamental,-33.5002803637,-70.6669655995,
PB834,PB834,Héroes De Iquique / Julio Montt Salamanca,-33.3697182401,-70.6914470717,
PH5,PH5,F. Mendelssohn / Av. Departamental,-33.4960669726,-70.6740292103,
PH4,PH4,Clotario Blest / Av. Departamental,-33.4938881223,-70.676861415,
PF555,PF555,Las Rosas / San Pedro,-33.6221765489,-70.5765215155,
PF554,PF554,Alessandri / San Pedro,-33.6225004707,-70.5785157087,
PF557,PF557,Juan A. Ríos / San Pedro,-33.6217997699,-70.5759343921,
PF556,PF556,Costanera / San Pedro,-33.6217573396,-70.5740120681,
PF551,PF551,Frambuesas / San Pedro,-33.6237299058,-70.5858812777,
PB1503,PB1503,Pablo Urzúa / El Guanaco,-33.4001809898,-70.6583920188,
PF553,PF553,Uruguay / San Pedro,-33.622899581,-70.5808407144,
PF552,PF552,Juan Beisa / San Pedro,-33.6232651149,-70.5828898139,
PB832,PB832,Juan Espineira / Av. Vicuña Mackenna,-33.4040604585,-70.744734942,
PB732,PB732,H. La Concepción / Duque De Kent,-33.4005960975,-70.6245596035,
PF559,PF559,Uruguay / San Pedro,-33.6226020917,-70.5804653251,
PF558,PF558,Alessandri / San Pedro,-33.6221806655,-70.5782418965,
PB1508,PB1508,Ob. C. De Molina / Av. Card. José M. Caro,-33.4018099916,-70.6453459984,
PB833,PB833,Julio Montt S. / Julio Parra Santos,-33.3675957729,-70.6911636251,
PG842,PG842,Av. La Bandera / Venancia Leiva,-33.5559309039,-70.6475787144,
PE314,PE314,Delia / Diego Portales,-33.5600512103,-70.563808958,
PG843,PG843,Aníbal Zañartu / Venancia Leiva,-33.5555558326,-70.6502531638,
PB620,PB620,Av. Lo Marcoleta / San Luis,-33.3620490954,-70.7539615179,
PI959,PI959,El Rosal / Camino A Rinconada,-33.5047227349,-70.8090393978,
PE69,PE69,Parada 4 / Paradero 19 Santa Rosa,-33.5262758938,-70.6355433474,
PC849,PC849,B. Larraín Cotapos / Av. La Dehesa,-33.3421810681,-70.5211924408,
PE67,PE67,Parada 2 / Paradero 22 Santa Rosa,-33.533946486,-70.6344156267,
PE66,PE66,Parada 4 / Paradero 23 Santa Rosa,-33.5379319473,-70.634308116,
PE65,PE65,Parada 3 / (M) Santa Rosa,-33.5437488462,-70.6337949266,
PE64,PE64,Parada 2 / Paradero 27 Santa Rosa,-33.5468000858,-70.6333408925,
PE63,PE63,Parada 2 / Paradero 30 Santa Rosa,-33.5563403118,-70.6313148488,
PE62,PE62,Av. Departamental / Diagonal Los Castaños,-33.5109833944,-70.5786224721,
PE61,PE61,Av. Departamental / Diagonal Los Castaños,-33.5123227431,-70.5782511543,
PE60,PE60,Punitaqui / Las Higueras,-33.5138705129,-70.5749103441,
PE315,PE315,Tupungato / Manuel Rodríguez,-33.5439761271,-70.6273436336,
PH752,PH752,Pintor Murillo / Varas Mena,-33.5125586527,-70.6282306405,
PI1314,PI1314,Plaza Zaror,-33.5116467012,-70.7286148744,
PI1315,PI1315,Augusto Comte / José Manuel Borgoño,-33.5119419554,-70.7761339745,
